inventory_id,paper_table,model,dataset,task,paper_status,reproduction_status,paper_metric_count,observed_metric_count,evidence,assessment
EXP-10,Table 2,OEA-Qwen7B (+Cl),MECAT,T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-10,Table 2,Qwen2.5-Omni-3B,AudioCaps,T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-10,Table 2,Qwen2.5-Omni-3B,Clotho,T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-10,Table 2,Qwen2.5-Omni-3B,MECAT,T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-10,Table 2,Qwen2.5-Omni-7B,AudioCaps,T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-10,Table 2,Qwen2.5-Omni-7B,Clotho,T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-10,Table 2,Qwen2.5-Omni-7B,MECAT,T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-10,Table 2,Robust-CLAP,AudioCaps,T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-10,Table 2,Robust-CLAP,Clotho,T2A,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-10,Table 2,Robust-CLAP,MECAT,T2A,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-11,Table 3,LAION-CLAP,AudioCaps,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,LAION-CLAP,Clotho,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,LAION-CLAP,MECAT,T2T,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-11,Table 3,M2D-CLAP,AudioCaps,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,M2D-CLAP,Clotho,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,M2D-CLAP,MECAT,T2T,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-11,Table 3,MGA-CLAP,AudioCaps,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,MGA-CLAP,Clotho,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,MGA-CLAP,MECAT,T2T,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-11,Table 3,Nemotron-3B,AudioCaps,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,Nemotron-3B,Clotho,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,Nemotron-3B,MECAT,T2T,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-11,Table 3,OEA-Nemo3B,AudioCaps,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,OEA-Nemo3B,Clotho,T2T,PAPER,REPRODUCED_CLOSE,3,3,results/audits/oea_nemo3b_ac_clotho_official_source_eval_20260729.json,Predeclared public-code or sensitivity protocol has value evidence; missing paper protocol remains separately blocked.
EXP-11,Table 3,OEA-Nemo3B,MECAT,T2T,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-11,Table 3,OEA-Nemo3B (+Cl),AudioCaps,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,OEA-Nemo3B (+Cl),Clotho,T2T,PAPER,REPRODUCED_CLOSE,3,3,results/audits/oea_nemo3b_clotho_t2t_20260729.json,Predeclared public-code or sensitivity protocol has value evidence; missing paper protocol remains separately blocked.
EXP-11,Table 3,OEA-Nemo3B (+Cl),MECAT,T2T,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-11,Table 3,OEA-Qwen3B,AudioCaps,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,OEA-Qwen3B,Clotho,T2T,PAPER,REPRODUCED_CLOSE,3,3,results/audits/qwen3b_clotho_retrieval_suite_20260720.json,Predeclared public-code or sensitivity protocol has value evidence; missing paper protocol remains separately blocked.
EXP-11,Table 3,OEA-Qwen3B,MECAT,T2T,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-11,Table 3,OEA-Qwen3B (+Cl),AudioCaps,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,OEA-Qwen3B (+Cl),Clotho,T2T,PAPER,REPRODUCED_CLOSE,3,3,results/audits/qwen3b_cl_clotho_official_eval_20260719.json,Predeclared public-code or sensitivity protocol has value evidence; missing paper protocol remains separately blocked.
EXP-11,Table 3,OEA-Qwen3B (+Cl),MECAT,T2T,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-11,Table 3,OEA-Qwen7B,AudioCaps,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,OEA-Qwen7B,Clotho,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,OEA-Qwen7B,MECAT,T2T,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-11,Table 3,OEA-Qwen7B (+Cl),AudioCaps,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,OEA-Qwen7B (+Cl),Clotho,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,OEA-Qwen7B (+Cl),MECAT,T2T,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-11,Table 3,Qwen2.5-Omni-3B,AudioCaps,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,Qwen2.5-Omni-3B,Clotho,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,Qwen2.5-Omni-3B,MECAT,T2T,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-11,Table 3,Qwen2.5-Omni-7B,AudioCaps,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,Qwen2.5-Omni-7B,Clotho,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,Qwen2.5-Omni-7B,MECAT,T2T,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
EXP-11,Table 3,Robust-CLAP,AudioCaps,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,Robust-CLAP,Clotho,T2T,PAPER,TODO,3,0,,"Paper value is transcribed, but no qualifying reproduction observation is committed for this cell."
EXP-11,Table 3,Robust-CLAP,MECAT,T2T,PAPER,BLOCKED,3,0,docs/mecat_data_audit.md,PAPER uses 847 items while the public release has 848; excluded ID and caption construction are missing.
DER-02,Table 4,LAION-CLAP,"Mean across AudioCaps, Clotho, MECAT",Negative UIQ hard-negative discrimination,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,Released negative JSONL omits hard-negative audio IDs; strict target-HN pairing cannot be reconstructed without author evidence.
DER-02,Table 4,LAION-CLAP,"Mean across AudioCaps, Clotho, MECAT",Positive UIQ aggregate,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,LAION-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Imperative T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,LAION-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Keyphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,LAION-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Paraphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,LAION-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Question T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,M2D-CLAP,"Mean across AudioCaps, Clotho, MECAT",Negative UIQ hard-negative discrimination,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,Released negative JSONL omits hard-negative audio IDs; strict target-HN pairing cannot be reconstructed without author evidence.
DER-02,Table 4,M2D-CLAP,"Mean across AudioCaps, Clotho, MECAT",Positive UIQ aggregate,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,M2D-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Imperative T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,M2D-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Keyphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,M2D-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Paraphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,M2D-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Question T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,MGA-CLAP,"Mean across AudioCaps, Clotho, MECAT",Negative UIQ hard-negative discrimination,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,Released negative JSONL omits hard-negative audio IDs; strict target-HN pairing cannot be reconstructed without author evidence.
DER-02,Table 4,MGA-CLAP,"Mean across AudioCaps, Clotho, MECAT",Positive UIQ aggregate,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,MGA-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Imperative T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,MGA-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Keyphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,MGA-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Paraphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,MGA-CLAP,"Mean across AudioCaps, Clotho, MECAT",UIQ Question T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Nemo3B,"Mean across AudioCaps, Clotho, MECAT",Negative UIQ hard-negative discrimination,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,Released negative JSONL omits hard-negative audio IDs; strict target-HN pairing cannot be reconstructed without author evidence.
DER-02,Table 4,OEA-Nemo3B,"Mean across AudioCaps, Clotho, MECAT",Positive UIQ aggregate,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Nemo3B,"Mean across AudioCaps, Clotho, MECAT",UIQ Imperative T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Nemo3B,"Mean across AudioCaps, Clotho, MECAT",UIQ Keyphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Nemo3B,"Mean across AudioCaps, Clotho, MECAT",UIQ Paraphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Nemo3B,"Mean across AudioCaps, Clotho, MECAT",UIQ Question T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Nemo3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",Negative UIQ hard-negative discrimination,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,Released negative JSONL omits hard-negative audio IDs; strict target-HN pairing cannot be reconstructed without author evidence.
DER-02,Table 4,OEA-Nemo3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",Positive UIQ aggregate,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Nemo3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",UIQ Imperative T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Nemo3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",UIQ Keyphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Nemo3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",UIQ Paraphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Nemo3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",UIQ Question T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Qwen3B,"Mean across AudioCaps, Clotho, MECAT",Negative UIQ hard-negative discrimination,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,Released negative JSONL omits hard-negative audio IDs; strict target-HN pairing cannot be reconstructed without author evidence.
DER-02,Table 4,OEA-Qwen3B,"Mean across AudioCaps, Clotho, MECAT",Positive UIQ aggregate,PAPER,PARTIAL,1,0,results/tables/reproduction_summary.csv,"Clotho positive-UIQ inputs exist, but AudioCaps, MECAT and/or negative inputs required by the aggregate are missing."
DER-02,Table 4,OEA-Qwen3B,"Mean across AudioCaps, Clotho, MECAT",UIQ Imperative T2A,PAPER,PARTIAL,1,0,results/tables/reproduction_summary.csv,"Clotho positive-UIQ inputs exist, but AudioCaps, MECAT and/or negative inputs required by the aggregate are missing."
DER-02,Table 4,OEA-Qwen3B,"Mean across AudioCaps, Clotho, MECAT",UIQ Keyphrase T2A,PAPER,PARTIAL,1,0,results/tables/reproduction_summary.csv,"Clotho positive-UIQ inputs exist, but AudioCaps, MECAT and/or negative inputs required by the aggregate are missing."
DER-02,Table 4,OEA-Qwen3B,"Mean across AudioCaps, Clotho, MECAT",UIQ Paraphrase T2A,PAPER,PARTIAL,1,0,results/tables/reproduction_summary.csv,"Clotho positive-UIQ inputs exist, but AudioCaps, MECAT and/or negative inputs required by the aggregate are missing."
DER-02,Table 4,OEA-Qwen3B,"Mean across AudioCaps, Clotho, MECAT",UIQ Question T2A,PAPER,PARTIAL,1,0,results/tables/reproduction_summary.csv,"Clotho positive-UIQ inputs exist, but AudioCaps, MECAT and/or negative inputs required by the aggregate are missing."
DER-02,Table 4,OEA-Qwen3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",Negative UIQ hard-negative discrimination,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,Released negative JSONL omits hard-negative audio IDs; strict target-HN pairing cannot be reconstructed without author evidence.
DER-02,Table 4,OEA-Qwen3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",Positive UIQ aggregate,PAPER,PARTIAL,1,0,results/tables/reproduction_summary.csv,"Clotho positive-UIQ inputs exist, but AudioCaps, MECAT and/or negative inputs required by the aggregate are missing."
DER-02,Table 4,OEA-Qwen3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",UIQ Imperative T2A,PAPER,PARTIAL,1,0,results/tables/reproduction_summary.csv,"Clotho positive-UIQ inputs exist, but AudioCaps, MECAT and/or negative inputs required by the aggregate are missing."
DER-02,Table 4,OEA-Qwen3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",UIQ Keyphrase T2A,PAPER,PARTIAL,1,0,results/tables/reproduction_summary.csv,"Clotho positive-UIQ inputs exist, but AudioCaps, MECAT and/or negative inputs required by the aggregate are missing."
DER-02,Table 4,OEA-Qwen3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",UIQ Paraphrase T2A,PAPER,PARTIAL,1,0,results/tables/reproduction_summary.csv,"Clotho positive-UIQ inputs exist, but AudioCaps, MECAT and/or negative inputs required by the aggregate are missing."
DER-02,Table 4,OEA-Qwen3B (+Cl),"Mean across AudioCaps, Clotho, MECAT",UIQ Question T2A,PAPER,PARTIAL,1,0,results/tables/reproduction_summary.csv,"Clotho positive-UIQ inputs exist, but AudioCaps, MECAT and/or negative inputs required by the aggregate are missing."
DER-02,Table 4,OEA-Qwen7B,"Mean across AudioCaps, Clotho, MECAT",Negative UIQ hard-negative discrimination,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,Released negative JSONL omits hard-negative audio IDs; strict target-HN pairing cannot be reconstructed without author evidence.
DER-02,Table 4,OEA-Qwen7B,"Mean across AudioCaps, Clotho, MECAT",Positive UIQ aggregate,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Qwen7B,"Mean across AudioCaps, Clotho, MECAT",UIQ Imperative T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Qwen7B,"Mean across AudioCaps, Clotho, MECAT",UIQ Keyphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Qwen7B,"Mean across AudioCaps, Clotho, MECAT",UIQ Paraphrase T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Qwen7B,"Mean across AudioCaps, Clotho, MECAT",UIQ Question T2A,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
DER-02,Table 4,OEA-Qwen7B (+Cl),"Mean across AudioCaps, Clotho, MECAT",Negative UIQ hard-negative discrimination,PAPER,BLOCKED,1,0,docs/paper_experiment_inventory.md,Released negative JSONL omits hard-negative audio IDs; strict target-HN pairing cannot be reconstructed without author evidence.
DER-02,Table 4,OEA-Qwen7B (+Cl),"Mean across AudioCaps, Clotho, MECAT",Positive UIQ aggregate,PAPER,TODO,1,0,,No reproduced three-dataset UIQ inputs are available for this model.
